inquiry_seed_count,inquiry_seed_prop,inquiry_seed_log,inquiry_narrow_count,inquiry_narrow_prop,inquiry_narrow_log,inquiry_full_count,inquiry_full_prop,inquiry_full_log,inquiry_full_nohands_count,inquiry_full_nohands_prop,inquiry_full_nohands_log,traditional_prop,progressive_prop,numwords,numpages,reading1314,math1314,reading1415,math1415,reading1516,math1516,reading1617,math1617,pocschool,pocschoolcount,povertyschool,povertyschoolcount,pocsd,povertysd,childpovertysd,students,age,state,cmo,cmoname,titlei,urban,primary,middle,high,otherlevel,level,expulsions,suspensions,incidents,lawreferrals,lepcount,disabledcount,approgram,teachersccd,teacherscrdc,certcount,certrate,geodistrict,numpdfs,ncessch,ethnicisolated99,ethnicisolated95,ethnicisolated90,ethnicisolated80,ethnicisolated70,collegesd,popdensity,unemployment,foreignborn,closerate,publicdensity,charterdensity,readlevel13,mathlevel13,readall13,mathall13,readlevel14,mathlevel14,readall14,mathall14,readlevel15,mathlevel15,readall15,mathall15,readingscore,mathscore,readpct,mathpct,read5,math5,read10,math10,read20,math20,read50,math50,cmonum,statenum,pctpdfs,teachers,lnage,lnstudents,lnteachers
0,0,0,0,0,0,5,.00016321201,.17345373,3,.000097920813,.13420129,.00045691905,.00052229548,30640,86,,,,,49,34,49,38,19.153225,95,5.0403228,25,.091700003,.050700001,.071037874,496,1,CO,1,None,,0,0,0,0,1,Other,0,16,1,0,12,28,No,,27,5,.18518518,804800,0,80480006639,1,1,1,1,1,42.279999,732.5976,5.1700001,6.6900001,0,22,4,,,,,,,,,1,1,.49000001,.34,49,34,49,34,,,,,,,,,None,CO,0,27,0,6.2065759,3.2958369
0,0,0,1,.000053143434,.070423782,4,.00021258503,.16351983,4,.00021258503,.16351983,.00074396853,.00021258503,18818,41,,,,,15-19,15-19,40-44,25-29,31.455399,67,26.29108,56,.091700003,.050700001,.071037874,213,1,CO,0,None,,1,1,0,0,0,Primary,0,21,4,0,13,13,,,14,14,1,804800,0,80480006643,1,1,1,1,1,42.279999,732.5976,5.1700001,6.6900001,0,22,4,,,,,,,,,5,5,.17,.17,15-19,15-19,,,17,17,,,,,,,None,CO,0,14,0,5.3612924,2.6390574
0,0,0,1,.000058139536,.071072593,4,.00023259872,.16502841,4,.00023259872,.16502841,.00034881692,.00063972088,17201,63,74,64,28,20,29,26,37,29,29.024391,119,33.170731,136,.0792,.0091000004,.06617827,410,13,CO,0,None,0,0,1,0,0,0,Primary,0,4,0,0,22,37,,20.5,20.5,19.5,.9512195,804830,0,80483002029,1,1,1,1,1,26.530001,251.77029,3.3800001,4.9099998,0,22,4,1,1,.74000001,.63999999,1,1,.28,.2,1,1,.28999999,.25999999,29,26,29,26,,,,,,,,,None,CO,0,20.5,2.5649493,6.0161572,3.0204248
0,0,0,2,.00014778689,.11548675,6,.00044349176,.20456153,3,.00022169673,.14572918,.00044329517,.0002955301,13535,88,75-79,70-74,30-34,25-29,55-59,40-44,60-64,40-44,9.2485552,16,19.075144,33,.1175,.12630001,.18356264,173,15,CO,0,None,0,0,1,0,0,0,Primary,0,2,0,0,0,,,11.36,12.05,11.03,.9153527,804920,0,80492001760,1,1,1,1,1,13.92,26.90826,2.74,9.8500004,0,22,4,5,5,.76999998,.72000003,5,5,.31999999,.27000001,5,5,.56999999,.41999999,55-59,40-44,,,57,42,,,,,,,None,CO,0,11.36,2.7080503,5.1532917,2.4300983
0,0,0,0,0,0,4,.00060799514,.18306462,1,.0001519295,.078837551,.00045578851,.0003039052,6583,31,90-94,85-89,45-49,55-59,60-64,55-59,55-59,50-59,22.950819,28,31.147541,38,.041900001,.16389999,.25184274,122,17,CO,1,None,1,0,1,0,0,0,Primary,0,4,0,0,2,,,9.5200005,9.7799997,9.25,.94580775,805220,0,80522000860,1,1,1,1,1,15.36,12.88469,11.91,7.2600002,0,5,1,5,5,.92000002,.87,5,5,.47,.56999999,5,5,.62,.56999999,60-64,55-59,,,62,57,,,,,,,None,CO,0,9.5200005,2.8332133,4.8040209,2.2533948
0,0,0,1,.000071612718,.072624676,1,.000071612718,.072624676,1,.000071612718,.072624676,.00050125312,.00014323569,13965,37,93,91,74,55,70,58,74,52,26.88172,125,4.9462366,23,.077800006,.0394,.056833558,465,17,CO,0,None,0,0,1,0,0,0,Primary,0,3,1,0,6,29,,39.34,30.059999,14.37,.47804391,805310,0,80531001515,1,1,1,1,1,51.259998,3584.0859,5.1100001,6.48,0,33,6,1,1,.93000001,.91000003,1,1,.74000001,.55000001,1,1,.69999999,.57999998,70,58,70,58,,,,,,,,,None,CO,0,39.34,2.8332133,6.1420374,3.6722419
0,0,0,0,0,0,0,0,0,0,0,0,.00040888647,0,7337,9,90,79,50,37,47,41,55,42,30.756844,191,17.069242,106,.077800006,.0394,.056833558,621,17,CO,1,None,0,0,1,0,0,0,Primary,0,17,4,2,10,29,,37.52,31.280001,13.91,.44469309,805310,0,80531001626,1,1,1,1,1,51.259998,3584.0859,5.1100001,6.48,0,33,6,1,1,.89999998,.79000002,1,1,.5,.37,1,1,.47,.41,47,41,47,41,,,,,,,,,None,CO,0,37.52,2.8332133,6.4313312,3.6248741
0,0,0,2,.0001473405,.11545003,6,.0004421518,.20449649,6,.0004421518,.20449649,.00044195639,.00073681108,13576,31,75,64,46,35,47,37,52,38,48.98167,481,40.224033,395,.1073,.0669,.088362955,982,17,CO,1,None,0,0,0,0,0,1,Other,0,11,0,0,231,61,Yes,61.990002,57.369999,54.5,.94997388,805370,0,80537001572,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,33,6,1,1,.75,.63999999,1,1,.46000001,.34999999,1,1,.47,.37,47,37,47,37,,,,,,,,,None,CO,0,61.990002,2.8332133,6.8895912,4.1269732
0,0,0,0,0,0,1,.000060233706,.071331412,1,.000060233706,.071331412,0,.00030120483,16603,40,70-74,60-64,25-29,15-19,15-19,10-14,35-39,20-24,29.411764,90,13.398693,41,.1073,.0669,.088362955,306,10,CO,0,None,0,0,1,0,0,0,Primary,0,39,0,0,18,27,,24.01,24,19,.79166669,805370,0,80537001887,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,33,6,5,5,.72000003,.62,5,5,.27000001,.17,5,5,.17,.12,15-19,10-14,,,17,12,,,,,,,None,CO,0,24.01,2.3025851,5.7235851,3.1784704
4,.00011007155,.15326996,10,.0002752243,.22835991,31,.00085366523,.33007139,17,.0004679586,.27526447,.00030268842,.0001651255,36341,141,92,85,59,47,60,52,62,49,19.191919,171,9.3153763,83,.1073,.0669,.088362955,891,10,CO,1,None,0,0,1,0,0,0,Primary,0,20,0,2,55,88,,49.810001,56.5,51.5,.91150445,805370,0,80537001890,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,33,6,1,1,.92000002,.85000002,1,1,.58999997,.47,1,1,.60000002,.51999998,60,52,60,52,,,,,,,,,None,CO,0,49.810001,2.3025851,6.7923446,3.9082158
0,0,0,2,.000035333815,.10038657,9,.00015902185,.21040292,7,.00012367929,.19001216,.000070666385,.00030039583,56605,172,79,65,42,28,50,31,61,38,20.603016,123,15.745394,94,.1073,.0669,.088362955,597,7,CO,0,Imagine Schools,0,0,1,0,0,0,Primary,0,14,0,0,18,61,,35.48,41.5,35.5,.85542166,805370,0,80537006388,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,33,6,1,1,.79000002,.64999998,1,1,.41999999,.28,1,1,.5,.31,50,31,50,31,,,,,,,,,Imagine Schools,CO,0,35.48,1.9459101,6.3919172,3.5689692
0,0,0,0,0,0,3,.00017655367,.14232273,2,.00011769552,.11278743,.0001765225,.00058861618,16995,35,85-89,85-89,GE50,LT50,40-59,LE20,40-59,LE20,11.688312,27,4.7619047,11,.1073,.0669,.088362955,231,6,CO,0,None,0,0,1,0,0,0,Primary,0,0,0,0,17,16,,13.41,14.49,4.77,.32919255,805370,0,80537006430,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,7,1,5,5,.87,.87,50,50,.75,.25,20,20,.5,.1,40-59,LE20,,,,,,,50,10,,,None,CO,0,13.41,1.7917595,5.4424176,2.5960007
2,.000024039617,.096973844,7,.000084143714,.18355203,17,.0002043736,.25513545,13,.00015627817,.23295072,.0002644358,.00042080964,83196,158,85-89,85-89,60-64,40-44,50-54,50-54,40-44,40-44,15.384615,60,3.0769231,12,.1073,.0669,.088362955,390,4,CO,0,None,0,0,1,0,0,0,Primary,0,0,0,0,8,,,20.27,23.040001,23.040001,1,805370,0,80537006530,1,1,1,1,1,42.330002,421.80981,5.8800001,9.4899998,0,6,1,5,5,.87,.87,5,5,.62,.41999999,5,5,.51999998,.51999998,50-54,50-54,,,52,52,,,,,,,None,CO,0,20.27,1.3862944,5.9661469,3.0091419
0,0,0,3,.000088243083,.13286282,14,.00041193434,.25954831,13,.00038249919,.25293508,.00058823527,.00047067131,34000,57,83,73,53,40,52,38,55,42,17.409767,82,25.265392,119,.073600002,.050100002,.082842663,471,10,CO,0,None,0,0,1,0,0,0,Primary,0,32,5,0,8,40,,24.23,28,28,1,805400,0,80540002006,1,1,1,1,1,36.900002,333.56781,5.4099998,3.72,0,6,1,1,1,.82999998,.73000002,1,1,.52999997,.40000001,1,1,.51999998,.38,52,38,52,38,,,,,,,,,None,CO,0,24.23,2.3025851,6.1548581,3.1875916
2,9.6252415e-06,.089724615,4,.000019250669,.13144429,27,.00012995326,.27214617,21,.00010107184,.25244948,.00011068974,.00016363856,207789,302,77,62,36,28,30,21,31,20,17.307692,126,26.510988,193,.073600002,.050100002,.082842663,728,4,CO,0,None,0,0,0,0,0,1,Other,0,34,0,0,24,55,No,19.879999,37,37,1,805400,0,80540006534,1,1,1,1,1,36.900002,333.56781,5.4099998,3.72,0,6,1,1,1,.76999998,.62,1,1,.36000001,.28,1,1,.30000001,.20999999,30,21,30,21,,,,,,,,,None,CO,0,19.879999,1.3862944,6.590301,2.9897141
12,.00062441459,.26004183,21,.0010932375,.31339353,38,.0019798884,.37147129,36,.0018754884,.36612955,.00041636307,.00098963489,19218,74,70-79,60-69,30-39,20-29,40-49,30-39,20-29,20-29,19.512196,16,79.268295,65,.133,.2353,.45685279,82,17,CO,0,None,0,0,0,0,0,1,Other,0,0,0,0,0,,No,9.4099998,9.7600002,3.3399999,.34221312,805700,0,80570001511,1,1,1,1,1,48.130001,2.64413,12.19,12.52,0,23,2,10,10,.75,.64999998,10,10,.34999999,.25,10,10,.44999999,.34999999,40-49,30-39,,,,,45,35,,,,,None,CO,0,9.4099998,2.8332133,4.4067192,2.2417729
0,0,0,0,0,0,0,0,0,0,0,0,.0033997656,0,8536,22,40-59,LE20,LT50,LT50,LT50,LT50,LT50,LT50,44.871796,70,64.102562,100,.073699996,.14819999,.19911154,156,11,CO,0,None,0,0,0,0,1,0,High,0,5,0,0,18,19,No,6,7,6,.85714287,805790,0,80579001852,1,1,1,1,1,25,32.800789,8.6899996,7.3000002,0,51,6,20,20,.5,.1,50,50,.25,.25,50,50,.25,.25,LT50,LT50,,,,,,,,,25,25,None,CO,0,6,2.3978953,5.0498562,1.7917595
0,0,0,3,.000031796502,.12102336,17,.00018020692,.25233245,12,.00012719815,.22392169,.00036035653,.00023319907,94353,208,88,82,40-44,45-49,35-39,35-39,45-49,40-44,18.782791,179,6.2959075,60,.097700007,.0394,.067432061,953,17,CO,0,None,0,0,1,0,0,0,Primary,2,9,0,0,36,72,,47.849998,52.040001,34.080002,.65488088,805820,0,80582001536,1,1,1,1,1,59.060001,238.37711,5.5700002,6.1100001,0,51,6,1,1,.88,.81999999,5,5,.41999999,.44,5,5,.37,.37,35-39,35-39,,,37,37,,,,,,,None,CO,0,47.849998,2.8332133,6.8596148,3.8680711
0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,60-79,40-59,21-39,21-39,LE20,LE20,30-39,20-29,23.188406,16,60.869564,42,.045200001,.079300001,.1923077,69,16,CO,0,None,1,0,0,0,0,1,Other,0,8,0,0,2,8,No,4.73,5.0500002,3.1400001,.62178218,805850,0,80585001693,1,1,1,1,1,14.81,1.903223,8.4399996,2.6900001,0,51,6,20,20,.69999999,.5,20,20,.30000001,.30000001,20,20,.1,.1,LE20,LE20,,,,,,,10,10,,,None,CO,0,4.73,2.7725887,4.2341065,1.5539252
0,0,0,1,.00013908205,.078053191,12,.0016715419,.28888094,3,.00041736226,.15611127,.00083472452,.00055640563,7191,45,,,,,,,,,40,24,5,3,.20120001,.096999995,.1771805,60,1,CO,1,None,0,1,0,0,1,0,High,4,0,1,4,0,,No,,3.98,.83999997,.21105528,803060,0,80606006637,1,1,1,1,1,32.900002,3361.842,7.7600002,6.5500002,0,51,6,,,,,,,,,,,,,,,,,,,,,,,,,None,CO,0,3.98,0,4.0943446,1.3812819
0,0,0,0,0,0,4,.00086449104,.19069929,0,0,0,.00043187218,.0012970169,4631,26,73,56,44,25,38,24,46,27,71.681419,324,61.061947,276,.2678,.1911,.28489888,452,17,CO,1,None,0,1,1,0,0,0,Primary,0,24,0,0,15,36,,29.950001,27.040001,26.059999,.9637574,806120,0,80612001106,1,1,1,1,1,18.77,1239.582,10.86,4.1300001,0,51,6,1,1,.73000002,.56,1,1,.44,.25,1,1,.38,.23999999,38,24,38,24,,,,,,,,,None,CO,0,29.950001,2.8332133,6.1136823,3.3995295
0,0,0,5,.00040251168,.19006225,8,.00064417423,.23307824,6,.00048305289,.20641567,.00016093989,.00024142927,12427,61,75-79,60-64,30-39,20-29,20-24,20-24,40-44,30-34,44.025158,70,5.0314465,8,.23110001,.060599998,.15283094,159,13,CO,1,None,0,0,1,0,0,0,Primary,0,6,0,0,0,11,,12.44,13.37,11.14,.83320868,806480,0,80648001885,1,1,1,1,1,20.91,879.63959,8.6599998,5.6700001,0,15,2,5,5,.76999998,.62,10,10,.34999999,.25,5,5,.22,.22,20-24,20-24,,,22,22,,,,,,,None,CO,0,12.44,2.5649493,5.0689044,2.5209169
0,0,0,7,.000044196662,.17368089,22,.0001389152,.26188722,17,.00010734017,.2414131,.00033461707,.00034103397,158390,228,96,93,71,70,70,71,65,71,34.767025,291,1.553166,13,.13600001,.065300003,.096950591,837,17,CO,0,None,0,0,0,0,0,1,Other,0,4,3,2,168,56,Yes,38.349998,42.759998,39.759998,.92984098,806900,0,80690000728,1,1,1,1,1,31.799999,3763.2881,5.0500002,11.4,0,3,1,1,1,.95999998,.93000001,1,1,.70999998,.69999999,1,1,.69999999,.70999998,70,71,70,71,,,,,,,,,None,CO,0,38.349998,2.8332133,6.7298241,3.6467545
0,0,0,4,.00012100312,.15466459,13,.00039334342,.25361463,9,.00027228173,.22127692,.000090741356,.0002420282,33061,91,81,66,53,35,42,28,61,33,27.050999,122,19.068737,86,.13600001,.065300003,.096950591,451,6,CO,0,None,0,0,0,0,0,1,Other,2,86,11,0,55,65,No,21.309999,25.35,21.870001,.86272192,806900,0,80690006417,1,1,1,1,1,31.799999,3763.2881,5.0500002,11.4,0,23,2,1,1,.81,.66000003,1,1,.52999997,.34999999,1,1,.41999999,.28,42,28,42,28,,,,,,,,,None,CO,0,21.309999,1.7917595,6.1114674,3.0591764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,1,71,67,32,33,33,31,,,56.454918,551,46.926231,458,.13600001,.065300003,.096950591,976,4,CO,0,None,0,0,1,0,0,0,Primary,0,6,4,0,475,48,,48.27,61.639999,33,.53536665,806900,0,80690006503,1,1,1,1,1,31.799999,3763.2881,5.0500002,11.4,0,23,2,1,1,.70999998,.67000002,1,1,.31999999,.33000001,1,1,.33000001,.31,33,31,33,31,,,,,,,,,None,CO,0,48.27,1.3862944,6.8834624,3.8768103
0,0,0,1,.000020165762,.064111881,5,.00010083491,.16572773,3,.000060498507,.128224,.000060497288,.0001815065,49590,124,87,78,55,46,51,47,49,42,19.42758,224,.78057241,9,.13600001,.065300003,.096950591,1153,4,CO,0,None,0,0,0,0,0,1,Other,0,9,10,2,107,62,Yes,52.099998,63.790001,50.290001,.78836811,806900,0,80690006507,1,1,1,1,1,31.799999,3763.2881,5.0500002,11.4,0,16,1,1,1,.87,.77999997,1,1,.55000001,.46000001,1,1,.50999999,.47,51,47,51,47,,,,,,,,,None,CO,0,52.099998,1.3862944,7.0501227,3.9531648
0,0,0,2,.00014582573,.1153248,5,.0003646441,.18809095,5,.0003646441,.18809095,.00058321789,.00051053899,13717,49,84,83,58,53,54,54,67,58,12.920354,73,5.1327434,29,.056299999,.0469,.061267879,565,14,CO,0,None,0,0,1,0,0,0,Primary,0,13,0,0,2,22,,27.280001,26.200001,24.1,.91984731,807350,0,80735001815,1,1,1,1,1,38.459999,248.8654,4.5999999,2.99,0,7,1,1,1,.83999997,.82999998,1,1,.57999998,.52999997,1,1,.54000002,.54000002,54,54,54,54,,,,,,,,,None,CO,0,27.280001,2.6390574,6.3368258,3.3061538
0,0,0,2,.00014582573,.1153248,5,.0003646441,.18809095,5,.0003646441,.18809095,.00058321789,.00051053899,13717,49,,,,,48,43,65,44,14.666667,44,8,24,.056299999,.0469,.061267879,300,1,CO,0,None,,0,0,0,0,1,Other,0,12,0,2,0,31,No,,16.75,12.75,.76119405,807350,0,80735006650,1,1,1,1,1,38.459999,248.8654,4.5999999,2.99,0,4,1,,,,,,,,,1,1,.47999999,.43000001,48,43,48,43,,,,,,,,,None,CO,0,16.75,0,5.7037826,2.8183982
0,0,0,7,.00008260172,.18325284,11,.00012980883,.21898577,9,.00010620472,.20291801,.000035397814,.000023598541,84751,135,,,38,16,39,21,33,22,99.727524,732,51.08992,375,.63810003,.29030001,.34808928,734,17,CT,0,None,1,1,0,0,0,1,Other,0,54,0,0,0,45,Yes,42.400002,47,43,.91489363,901920,0,90000700747,1,1,1,1,1,16.709999,7152.6909,17.49,21.219999,0,10,2,,,,,1,1,.38,.16,1,1,.38999999,.20999999,39,21,39,21,,,,,,,,,None,CT,0,42.400002,2.8332133,6.5985088,3.7471485
0,0,0,0,0,0,2,.0002196354,.12050562,2,.0002196354,.12050562,.00032938077,0,9108,48,79,88,58,36,56,38,48,40,54.268291,178,32.317074,106,.35179999,.089300007,.15314633,328,17,CT,0,None,1,0,1,0,0,0,Primary,0,1,0,0,18,40,,29,30,30,1,902310,0,90000900774,1,1,1,1,1,38.759998,2119.24,8.6400003,16.99,0,10,2,1,1,.79000002,.88,1,1,.57999998,.36000001,1,1,.56,.38,56,38,56,38,,,,,,,,,None,CT,0,29,2.8332133,5.7930136,3.3672957
0,0,0,0,0,0,1,.00004263665,.06888216,1,.00004263665,.06888216,.000042634834,.00025586353,23455,56,,,50-54,25-29,45-49,30-34,55-59,35-39,41.993958,139,34.138973,113,.31110001,.1238,.21444464,331,17,CT,0,None,1,1,1,0,0,0,Primary,0,10,3,0,32,33,,20,23.5,23.5,1,903120,1,90001000775,1,1,1,1,1,18.290001,1427.448,9.6999998,12.33,.058706749,88,2,,,,,5,5,.51999998,.27000001,5,5,.47,.31999999,45-49,30-34,,,47,32,,,,,,,None,CT,.017857144,20,2.8332133,5.8021183,2.9957323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,,,36,18,33,10,32,11,77.859779,211,62.361622,169,.39540002,.26540002,.2909652,271,17,CT,0,None,1,1,0,1,0,0,Middle,0,18,0,2,31,67,,23,27.559999,27,.97968072,902820,0,90001100797,1,1,1,1,1,23.66,4847.1411,12.5,14.24,.058706749,88,2,,,,,1,1,.36000001,.18000001,1,1,.33000001,.1,33,10,33,10,,,,,,,,,None,CT,0,23,2.8332133,5.602119,3.1354942
8,.000024021499,.17279208,38,.0001141124,.28810844,142,.00042653145,.39029416,110,.00033037993,.37036991,.00034531736,.00029733748,333036,250,,,40-49,30-39,30-39,LE10,50-59,20-29,70.430107,131,51.075268,95,.57060003,.2146,.28559232,186,17,CT,0,None,1,1,0,0,1,0,High,2,13,6,0,6,51,Yes,15.8,19.5,19.5,1,902790,0,90001400807,1,1,1,1,1,34.240002,6981.5059,11.28,16.23,.0625,49,7,,,,,10,10,.44999999,.34999999,10,10,.34999999,.050000001,30-39,LE10,,,,,35,5,,,,,None,CT,0,15.8,2.8332133,5.2257466,2.76001
0,0,0,0,0,0,0,0,0,0,0,0,.00070854981,.00070871721,4234,4,60-64,60-64,25-29,6-9,20-24,6-9,25-29,10-14,98.566307,275,83.512543,233,.59619999,.19149999,.2476982,279,17,CT,0,None,1,1,0,0,1,0,High,4,61,43,0,9,57,No,15.7,17.799999,17.799999,1,900450,0,90001500809,1,1,1,1,1,17.870001,9203.8984,15.19,28.709999,.0625,49,7,5,5,.62,.62,5,5,.27000001,.07,5,5,.22,.07,20-24,6-9,,,22,7,,,,,,,None,CT,0,15.7,2.8332133,5.6312118,2.7536607
4,.000050287897,.14262958,5,.000062860665,.15878722,13,.000163448,.23387678,10,.00012572449,.21250395,.00049033784,.00042761379,79543,137,,,60-64,40-44,55-59,45-49,55-59,55-59,84.322037,199,48.728813,115,.27559999,.066199996,.12771869,236,17,CT,0,None,1,1,1,0,0,0,Primary,0,6,1,2,16,26,,14.5,15.5,15.5,1,903090,50,90001600823,1,1,1,1,1,41.580002,3846.4609,7.9400001,27.24,.0625,49,7,,,,,5,5,.62,.41999999,5,5,.56999999,.44,55-59,45-49,,,57,44,,,,,,,None,CT,.3649635,14.5,2.8332133,5.4638319,2.6741486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,14,40-59,40-59,40-59,LE20,21-39,LE20,21-39,LE20,21.73913,20,30.434782,28,.086199999,.1027,.12989691,92,17,CT,0,None,1,0,0,0,1,0,High,0,24,0,12,0,40,No,9.8000002,11,11,1,905160,0,90001800834,1,1,1,1,1,20.9,336.05881,8.2200003,5.7800002,.0625,49,7,20,20,.5,.5,20,20,.5,.1,20,20,.30000001,.1,21-39,LE20,,,,,,,30,10,,,None,CT,0,9.8000002,2.8332133,4.5217886,2.2823825
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857,16,45-49,35-39,10-14,LE5,10-14,LE5,6-9,LE5,98.400002,123,84.800003,106,.3766,.055999998,.12250696,125,16,CT,0,None,1,1,0,1,0,0,Middle,,,,,,,,14,,,,904320,0,90002300965,1,1,1,1,1,47.279999,3385.094,7.96,33.27,.0625,49,7,5,5,.47,.37,5,5,.12,.02,5,5,.12,.02,10-14,LE5,,,12,2,,,,,,,None,CT,0,14,2.7725887,4.8283138,2.6390574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1,PS,PS,49,35,56,46,49,47,98.648651,1022,77.220078,800,.57060003,.2146,.28559232,1036,16,CT,0,Achievement First,1,1,0,0,0,1,Other,0,404,181,0,114,110,Yes,,75,61.669998,.82226664,902790,0,90002400981,1,1,1,1,1,34.240002,6981.5059,11.28,16.23,.0625,49,7,,,,,1,1,.49000001,.34999999,1,1,.56,.46000001,56,46,56,46,,,,,,,,,Achievement First,CT,0,75,2.7725887,6.9431224,4.3174882
0,0,0,19,.0012648958,.31149721,40,.0026666666,.38619459,38,.0025329955,.38098845,.00053195027,.00039898921,15040,49,,,41,17,32,20,24,12,94.388779,471,79.158318,395,.59619999,.19149999,.2476982,499,13,CT,1,None,1,1,1,0,0,0,Primary,0,103,92,2,0,55,,34,34,31,.91176468,900450,0,90002801366,1,1,1,1,1,17.870001,9203.8984,15.19,28.709999,.0625,49,7,,,,,1,1,.41,.17,1,1,.31999999,.2,32,20,32,20,,,,,,,,,None,CT,0,34,2.5649493,6.212606,3.5263605
0,0,0,1,.000048362916,.069755733,4,.00019347973,.16197017,2,.00009673051,.11056076,.000048360576,.00009673051,20678,53,,,28,14,40,22,38,18,94.722221,341,69.444443,250,.59619999,.19149999,.2476982,360,9,CT,0,None,1,1,0,1,0,0,Middle,,,,,,,,21.6,,,,900450,0,90003301449,1,1,1,1,1,17.870001,9203.8984,15.19,28.709999,0,16,3,,,,,1,1,.28,.14,1,1,.40000001,.22,40,22,40,22,,,,,,,,,None,CT,0,21.6,2.1972246,5.8861041,3.0726933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,1,PS,PS,36,28,48,42,50,45,98.523621,1001,80.51181,818,.59619999,.19149999,.2476982,1016,8,CT,0,Achievement First,1,1,0,0,0,1,Other,0,316,152,0,126,120,Yes,,81,49.669998,.6132099,900450,0,90020801493,1,1,1,1,1,17.870001,9203.8984,15.19,28.709999,0,16,3,,,,,1,1,.36000001,.28,1,1,.47999999,.41999999,48,42,48,42,,,,,,,,,Achievement First,CT,0,81,2.0794415,6.9236288,4.3944492
0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1,,,42,26,46,31,52,43,99.811852,1061,89.746002,954,.63810003,.29030001,.34808928,1063,7,CT,1,Achievement First,1,1,0,0,0,1,Other,0,364,166,0,62,153,Yes,,99,79,.79797977,901920,0,90021201528,1,1,1,1,1,16.709999,7152.6909,17.49,21.219999,.11666667,61,6,,,,,1,1,.41999999,.25999999,1,1,.46000001,.31,46,31,46,31,,,,,,,,,Achievement First,CT,0,99,1.9459101,6.9688506,4.59512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1,PS,PS,55,42,57,43,57,46,98.577522,693,68.136559,479,.57060003,.2146,.28559232,703,5,CT,0,Achievement First,1,1,0,0,0,1,Other,0,204,59,0,28,82,Yes,,60,42.669998,.71116668,902790,0,90021401548,1,1,1,1,1,34.240002,6981.5059,11.28,16.23,.11666667,61,6,,,,,1,1,.55000001,.41999999,1,1,.56999999,.43000001,57,43,57,43,,,,,,,,,Achievement First,CT,0,60,1.6094379,6.555357,4.0943446
2,.0002677376,.12318145,3,.00040166019,.15544002,8,.0010718113,.2463851,7,.00093770929,.23317404,.00093683082,.00026770178,7472,21,,,,,80-89,80-89,70-74,55-59,90.322578,168,55.376343,103,.35720003,.21280001,.2827453,186,2,CT,0,None,1,0,1,0,0,0,Primary,0,5,11,0,0,,,13.87,17.299999,17.299999,1,904830,0,90021501644,1,1,1,1,1,15.06,3829.3889,13.25,15.96,.11666667,61,6,,,,,,,,,10,10,.85000002,.85000002,80-89,80-89,,,,,85,85,,,,,None,CT,0,13.87,.69314718,5.2257466,2.6297283
0,0,0,1,.00006585446,.071992375,10,.00065889175,.24906634,7,.00046113308,.21598452,.00026341784,.00013170892,15186,47,,,,,,,,,72.566368,82,7.964602,9,.57060003,.2146,.28559232,113,1,CT,0,None,1,1,1,0,0,0,Primary,0,0,0,0,13,,No,3,6,6,1,902790,0,90021601683,1,1,1,1,1,34.240002,6981.5059,11.28,16.23,.11666667,61,6,,,,,,,,,,,,,,,,,,,,,,,,,None,CT,0,3,0,4.7273879,1.0986123
1,.00015146926,.078810357,2,.00030298441,.12491361,3,.00045454546,.15762615,3,.00045454546,.15762615,.00060578523,.00045454546,6603,19,,,,,,,70-79,80-89,99.444443,179,43.333332,78,.57060003,.2146,.28559232,180,1,CT,0,None,1,1,1,0,0,0,Primary,0,1,0,0,2,13,,9.3000002,12,12,1,902790,0,90021701750,1,1,1,1,1,34.240002,6981.5059,11.28,16.23,.11666667,61,6,,,,,,,,,,,,,,,,,,,,,,,,,None,CT,0,9.3000002,0,5.1929569,2.2300143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,,,PS,LT50,LT50,LT50,LE20,LE20,77.622375,111,75.524475,108,.27829999,.2059,.25014836,143,1,CT,0,None,1,0,0,0,1,0,High,8,19,6,0,43,36,No,5,10,10,1,905190,0,90021801785,1,1,1,1,1,19.889999,926.80292,11.8,11.33,.11666667,61,6,,,,,,50,,.25,50,50,.25,.25,LT50,LT50,,,,,,,,,25,25,None,CT,0,5,0,4.9628448,1.6094379
