inquiry_seed_count,inquiry_seed_prop,inquiry_seed_log,inquiry_narrow_count,inquiry_narrow_prop,inquiry_narrow_log,inquiry_full_count,inquiry_full_prop,inquiry_full_log,inquiry_full_nohands_count,inquiry_full_nohands_prop,inquiry_full_nohands_log,traditional_prop,progressive_prop,numwords,numpages,reading1314,math1314,reading1415,math1415,reading1516,math1516,reading1617,math1617,pocschool,pocschoolcount,povertyschool,povertyschoolcount,pocsd,povertysd,childpovertysd,students,age,state,cmo,cmoname,titlei,urban,primary,middle,high,otherlevel,level,expulsions,suspensions,incidents,lawreferrals,lepcount,disabledcount,approgram,teachersccd,teacherscrdc,certcount,certrate,geodistrict,numpdfs,ncessch,ethnicisolated99,ethnicisolated95,ethnicisolated90,ethnicisolated80,ethnicisolated70,collegesd,popdensity,unemployment,foreignborn,closerate,publicdensity,charterdensity,readlevel13,mathlevel13,readall13,mathall13,readlevel14,mathlevel14,readall14,mathall14,readlevel15,mathlevel15,readall15,mathall15,readingscore,mathscore,readpct,mathpct,read5,math5,read10,math10,read20,math20,read50,math50,cmonum,statenum,pctpdfs,teachers,lnage,lnstudents,lnteachers
0,0,0,0,0,0,1,.0015600624,.10724803,0,0,0,.0015600624,0,642,3,50-59,,50-59,70-79,80-89,GE90,40-49,60-69,96.124031,124,100,129,.1435,.084600002,.19317943,129,17,FL,0,None,1,0,1,0,0,0,Primary,0,0,0,0,34,37,,,6,6,1,1200930,0,120093003409,1,1,1,1,1,27.16,289.02399,10.33,10.2,.032168139,314,48,10,,.55000001,,10,10,.55000001,.75,10,10,.85000002,.94999999,80-89,GE90,,,,,85,95,,,,,None,FL,0,6,2.8332133,4.8598123,1.7917595
0,0,0,0,0,0,0,0,0,0,0,0,.0011560693,0,865,6,70-74,,70-74,70-74,75-79,75-79,75-79,65-69,38.940811,125,38.940811,125,.1435,.084600002,.19317943,321,17,FL,0,None,1,0,1,0,0,0,Primary,0,4,0,0,10,27,,,18,17,.94444442,1200930,0,120093003410,1,1,1,1,1,27.16,289.02399,10.33,10.2,.032168139,314,48,5,,.72000003,,5,5,.72000003,.72000003,5,5,.76999998,.76999998,75-79,75-79,,,77,77,,,,,,,None,FL,0,18,2.8332133,5.771441,2.8903718
0,0,0,0,0,0,2,.00012046741,.11305761,1,.000060230079,.071330972,.0010840761,.00060237333,16604,100,55-59,,55,66,53,53,64,73,38.327526,110,62.020905,178,.1435,.084600002,.19317943,287,15,FL,0,None,1,1,0,1,0,0,Middle,0,11,0,0,2,60,,,16,15,.9375,1200930,18,120093004361,1,1,1,1,1,27.16,289.02399,10.33,10.2,.032168139,314,48,5,,.56999999,,1,1,.55000001,.66000003,1,1,.52999997,.52999997,53,53,53,53,,,,,,,,,None,FL,.18000001,16,2.7080503,5.659482,2.7725887
0,0,0,2,.000056484409,.10488253,5,.00014122299,.17105742,4,.00011297521,.15365095,.00031064672,.000056484409,35410,53,68,,64,64,65,70,67,69,23.932585,213,31.910112,284,.1435,.084600002,.19317943,890,7,FL,0,Imagine Schools,1,0,1,0,0,0,Primary,0,1,0,0,9,118,,,53,51,.96226418,1200930,0,120093007488,1,1,1,1,1,27.16,289.02399,10.33,10.2,.032168139,314,48,1,,.68000001,,1,1,.63999999,.63999999,1,1,.64999998,.69999999,65,70,65,70,,,,,,,,,Imagine Schools,FL,0,53,1.9459101,6.7912216,3.9702919
0,0,0,0,0,0,0,0,0,0,0,0,0,.00084245997,1188,1,67,,61,62,59,63,59,61,45.402843,479,56.587677,597,.16530001,.099600002,.18205649,1055,17,FL,0,None,1,0,1,0,0,0,Primary,0,23,0,0,66,178,,70,67,66,.98507464,1201050,0,120105001108,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,1,,.67000002,,1,1,.61000001,.62,1,1,.58999997,.63,59,63,59,63,,,,,,,,,None,FL,0,70,2.8332133,6.9612961,4.2484951
0,0,0,3,.000020400947,.1165096,32,.00021765303,.29386505,13,.000088410117,.22179797,.00018360728,.00019043473,147055,332,,,,,,,,,,0,,,.16530001,.099600002,.18205649,0,17,FL,0,None,,0,0,0,1,0,High,,,,,,,,33,,,,1201050,0,120105001117,0,0,0,0,0,21.67,338.44031,8.2399998,8.04,.032168139,314,48,,,,,,,,,,,,,,,,,,,,,,,,,None,FL,0,33,2.8332133,,3.4965076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,1,46,,47,55,46,55,50,53,65.212402,568,84.615387,737,.16530001,.099600002,.18205649,871,17,FL,0,None,1,0,1,0,0,0,Primary,0,52,0,10,108,91,,54,54,53,.98148149,1201050,0,120105001119,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,1,,.46000001,,1,1,.47,.55000001,1,1,.46000001,.55000001,46,55,46,55,,,,,,,,,None,FL,0,54,2.8332133,6.7696419,3.9889841
2,.000013602296,.092332624,12,.000081619328,.21557184,48,.00032655059,.32709521,35,.00023808876,.30118123,.00037407078,.00029251899,147035,249,48,,38,41,38,34,49,48,16.302521,97,85.546219,509,.16530001,.099600002,.18205649,595,17,FL,0,None,1,0,1,0,0,0,Primary,0,65,0,0,33,113,,37,38.5,37.5,.97402596,1201050,0,120105001702,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,1,,.47999999,,1,1,.38,.41,1,1,.38,.34,38,34,38,34,,,,,,,,,None,FL,0,37,2.8332133,6.3885612,3.6109178
0,0,0,0,0,0,1,.000054972239,.070666701,0,0,0,.00099020789,.00010995052,18192,61,PS,,,,LE5,LE5,PS,PS,58.862877,176,44.147156,132,.16530001,.099600002,.18205649,299,16,FL,0,None,1,0,0,0,1,0,High,2,184,12,8,6,45,No,8,10,8,.80000001,1201050,0,120105003597,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,,,,,,,,,5,5,.02,.02,LE5,LE5,,,2,2,,,,,,,None,FL,0,8,2.7725887,5.7004437,2.0794415
0,0,0,1,.00013937282,.07807155,2,.00027878449,.12374242,2,.00027878449,.12374242,.0001393534,.00027878449,7176,34,50-54,,50-54,55-59,55-59,55-59,50-54,50-54,14.393939,38,71.21212,188,.16530001,.099600002,.18205649,264,11,FL,0,None,1,0,1,0,0,0,Primary,0,2,0,0,10,44,,12,0,0,,1201050,0,120105003984,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,5,,.51999998,,5,5,.51999998,.56999999,5,5,.56999999,.56999999,55-59,55-59,,,57,57,,,,,,,None,FL,0,12,2.3978953,5.5759492,2.4849067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,1,67,,62,60,62,64,67,65,41.738197,389,49.570816,462,.16530001,.099600002,.18205649,932,15,FL,1,None,1,0,1,0,0,0,Primary,0,72,0,0,84,113,,54,55,54,.9818182,1201050,0,120105004364,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,1,,.67000002,,1,1,.62,.60000002,1,1,.62,.63999999,62,64,62,64,,,,,,,,,None,FL,0,54,2.7080503,6.8373327,3.9889841
0,0,0,2,.000038576527,.10119849,4,.00007715603,.14825365,3,.000057865906,.12769851,.00019287519,.000096445037,51847,70,64,,63,66,63,71,74,78,37.549019,383,23.333334,238,.16530001,.099600002,.18205649,1020,10,FL,0,Imagine Schools,0,0,1,0,0,0,Primary,0,37,4,2,4,91,,52,57,56,.98245615,1201050,0,120105005598,1,1,1,1,1,21.67,338.44031,8.2399998,8.04,.032168139,314,48,1,,.63999999,,1,1,.63,.66000003,1,1,.63,.70999998,63,71,63,71,,,,,,,,,Imagine Schools,FL,0,52,2.3025851,6.9275579,3.9512436
0,0,0,3,.0008867869,.17058897,5,.0014784151,.22049107,5,.0014784151,.22049107,.00029533374,.00088652479,3386,29,GE50,,40-59,40-59,60-79,40-59,60-79,40-59,18.181818,10,0,0,.245,.1339,.17253551,55,15,FL,1,None,0,0,1,0,0,0,Primary,0,0,0,0,0,,,9,5,5,1,102070,0,120108003725,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.032168139,314,48,50,,.75,,20,20,.5,.5,20,20,.69999999,.5,60-79,40-59,,,,,,,70,50,,,None,FL,0,9,2.7080503,4.0073333,2.1972246
0,0,0,1,.000055236411,.070701256,4,.00022098227,.164166,4,.00022098227,.164166,.00016570008,.00022098227,18105,80,64,,64,66,63,66,64,67,45.593868,595,50.957855,665,.245,.1339,.17253551,1305,13,FL,0,Charter Schools USA,1,0,1,0,0,0,Primary,0,59,0,0,109,86,,85,73,72,.98630136,102070,0,120108003870,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,0,29,5,1,,.63999999,,1,1,.63999999,.66000003,1,1,.63,.66000003,63,66,63,66,,,,,,,,,Charter Schools USA,FL,0,85,2.5649493,7.1739583,4.4426513
0,0,0,0,0,0,4,.00026121596,.16701552,4,.00026121596,.16701552,.00013057387,.0001305824,15317,79,52,,45,29,40,23,39,21,62.806538,461,54.087193,397,.245,.1339,.17253551,734,11,FL,1,Charter Schools USA,1,0,0,0,1,0,High,0,60,6,8,70,78,No,37,27,25,.92592591,102070,0,120108003955,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,0,29,5,1,,.51999998,,1,1,.44999999,.28999999,1,1,.40000001,.23,40,23,40,23,,,,,,,,,Charter Schools USA,FL,0,37,2.3978953,6.5985088,3.6109178
0,0,0,1,.000020445299,.064193621,8,.00016358581,.20349167,8,.00016358581,.20349167,.00053156691,.00034764825,48912,33,79,,73,69,72,65,72,66,24.748041,221,32.698769,292,.245,.1339,.17253551,893,11,FL,0,None,0,1,1,0,0,0,Primary,0,0,0,0,11,76,,53,53,51,.96226418,102070,17,120108003956,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,0,29,5,1,,.79000002,,1,1,.73000002,.69,1,1,.72000003,.64999998,72,65,72,65,,,,,,,,,None,FL,.5151515,53,2.3978953,6.7945867,3.9702919
0,0,0,0,0,0,6,.00029751574,.19632252,4,.00019832417,.16237427,.00029745675,.00029751574,20173,82,59,,51,46,46,38,48,36,69.662918,496,69.662918,496,.245,.1339,.17253551,712,11,FL,0,Charter Schools USA,1,1,1,0,0,0,Primary,0,126,0,0,100,45,,41,36,35,.97222221,102070,0,120108003968,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,0,29,5,1,,.58999997,,1,1,.50999999,.46000001,1,1,.46000001,.38,46,38,46,38,,,,,,,,,Charter Schools USA,FL,0,41,2.3978953,6.568078,3.713572
2,.00012316029,.11331541,2,.00012316029,.11331541,7,.0004311938,.214489,7,.0004311938,.214489,.000061572566,.00030795761,16241,82,65,,55,58,58,64,60,66,68.9916,821,67.731094,806,.245,.1339,.17253551,1190,12,FL,0,Charter Schools USA,1,0,1,0,0,0,Primary,0,70,0,2,83,64,,55,58,55,.94827586,102070,0,120108004109,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,0,29,5,1,,.64999998,,1,1,.55000001,.57999998,1,1,.57999998,.63999999,58,64,58,64,,,,,,,,,Charter Schools USA,FL,0,55,2.4849067,7.0817084,4.0073333
0,0,0,3,.000064637061,.1290136,11,.00023704342,.23125817,10,.00021548937,.22316,.00075406657,.00034479043,46416,88,81,,77,78,77,77,76,71,35.668789,280,42.802547,336,.245,.1339,.17253551,785,9,FL,0,None,0,1,1,0,0,0,Primary,0,2,0,0,21,62,,43,43,40,.93023258,102070,22,120108004926,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,1,,.81,,1,1,.76999998,.77999997,1,1,.76999998,.76999998,77,77,77,77,,,,,,,,,None,FL,.25,43,2.1972246,6.6656837,3.7612002
0,0,0,6,.00014704441,.18329051,21,.00051484467,.29116368,18,.00044126299,.2773523,.00083312916,.00046572051,40810,21,75,,74,72,69,67,71,68,29.271206,245,35.125446,294,.245,.1339,.17253551,837,9,FL,0,None,0,1,0,1,0,0,Middle,0,0,0,0,8,99,,46,32,32,1,102070,7,120108004929,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,1,,.75,,1,1,.74000001,.72000003,1,1,.69,.67000002,69,67,69,67,,,,,,,,,None,FL,.33333334,46,2.1972246,6.7298241,3.8286414
0,0,0,0,0,0,1,.0040000002,.12553692,1,.0040000002,.12553692,0,0,251,1,LT50,,PS,LT50,LT50,PS,LT50,LT50,76.530609,150,5.1020408,10,.245,.1339,.17253551,196,9,FL,1,None,1,1,0,0,1,0,High,0,20,0,0,22,39,No,9,5,3,.60000002,102070,0,120108004933,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,50,,.25,,,50,,.25,50,,.25,,LT50,PS,,,,,,,,,25,,None,FL,0,9,2.1972246,5.2781148,2.1972246
0,0,0,6,.00029405998,.19609138,16,.00078454445,.28551996,14,.00068640913,.2729038,.00024497794,.00014700118,20410,91,59,,52,44,47,49,51,45,57.537491,729,58.879242,746,.245,.1339,.17253551,1267,10,FL,0,Charter Schools USA,1,0,1,0,0,0,Primary,0,106,7,2,63,129,,75,59,56,.94915253,102070,0,120108005603,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,1,,.58999997,,1,1,.51999998,.44,1,1,.47,.49000001,47,49,47,49,,,,,,,,,Charter Schools USA,FL,0,75,2.3025851,7.1444073,4.3174882
0,0,0,1,.000014012078,.062023316,10,.00014013845,.21456784,10,.00014013845,.21456784,.0006165228,.00022421838,71368,130,82,,80,43,76,42,73,36,25.100134,188,34.846462,261,.245,.1339,.17253551,749,8,FL,0,None,0,1,0,0,1,0,High,0,26,1,0,2,51,Yes,36,33,32,.969697,102070,33,120108007441,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,1,,.81999999,,1,1,.80000001,.43000001,1,1,.75999999,.41999999,76,42,76,42,,,,,,,,,None,FL,.25384617,36,2.0794415,6.6187391,3.583519
0,0,0,0,0,0,0,0,0,0,0,0,.0040322579,0,249,1,LT50,,LE20,LE20,LE20,PS,LE10,PS,35.311573,119,15.133532,51,.245,.1339,.17253551,337,7,FL,0,Accelerated Learning Solutions,1,1,0,0,1,0,High,0,57,0,0,18,62,No,8,7,7,1,102070,0,120108007461,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.03125,65,10,50,,.25,,20,20,.1,.1,20,,.1,,LE20,PS,,,,,,,10,,,,Accelerated Learning Solutions,FL,0,8,1.9459101,5.8200831,2.0794415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2,LE20,,LE20,LE20,LT50,LT50,LE20,LE20,78.88446,198,6.3745022,16,.245,.1339,.17253551,251,7,FL,0,Accelerated Learning Solutions,1,1,0,0,1,0,High,0,56,0,0,28,54,No,8,7,4,.5714286,102070,0,120108007465,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,20,,.1,,20,20,.1,.1,50,50,.25,.25,LT50,LT50,,,,,,,,,25,25,Accelerated Learning Solutions,FL,0,8,1.9459101,5.5254531,2.0794415
2,.00015304561,.11591278,2,.00015304561,.11591278,7,.00053586467,.21940733,7,.00053586467,.21940733,.000076511096,.00038270187,13070,81,62,,54,47,51,53,53,51,62.786434,685,16.131989,176,.245,.1339,.17253551,1091,7,FL,0,None,1,0,0,1,0,0,Middle,0,145,9,8,62,98,,53,51,47,.92156863,102070,0,120108007470,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,1,,.62,,1,1,.54000002,.47,1,1,.50999999,.52999997,51,53,51,53,,,,,,,,,None,FL,0,53,1.9459101,6.9948502,3.9702919
2,.0001266785,.11364556,7,.00044351516,.21511415,19,.0012045901,.30992296,17,.0010776545,.29901898,.00038003546,.00019005385,15788,52,85-89,,85-89,80-84,85-89,80-84,87,80-84,44.751381,162,.82872927,3,.245,.1339,.17253551,362,5,FL,1,None,0,0,0,0,1,0,High,0,2,0,0,6,,No,11,10,10,1,102070,0,120108007882,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,5,,.87,,5,5,.87,.81999999,5,5,.87,.81999999,85-89,80-84,,,87,82,,,,,,,None,FL,0,11,1.6094379,5.891644,2.3978953
0,0,0,0,0,0,0,0,0,0,0,0,.00048053821,0,2081,20,LE20,,LE20,LT50,LT50,LT50,LE20,LT50,58.394161,80,82.48175,113,.245,.1339,.17253551,137,2,FL,0,None,1,0,0,0,1,0,High,0,68,9,4,16,,No,6,6,6,1,102070,0,120108008229,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,20,,.1,,20,50,.1,.25,50,50,.25,.25,LT50,LT50,,,,,,,,,25,25,None,FL,0,6,.69314718,4.919981,1.7917595
0,0,0,1,.00027427319,.084515862,1,.00027427319,.084515862,1,.00027427319,.084515862,.00054839597,.00082327111,3647,5,,,6-9,6-9,10-14,6-9,10-14,6-9,80.35714,90,91.071426,102,.245,.1339,.17253551,112,1,FL,0,None,0,1,0,1,0,0,Middle,0,157,16,6,7,37,,10,11,11,1,102070,0,120108008351,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,,,,,5,5,.07,.07,5,5,.12,.07,10-14,6-9,,,12,7,,,,,,,None,FL,0,10,0,4.7184987,2.3025851
0,0,0,0,0,0,1,.0035714286,.12301208,1,.0035714286,.12301208,0,0,281,1,,,LE20,LE20,LT50,LT50,21-39,LT50,74.315071,217,11.986301,35,.245,.1339,.17253551,292,1,FL,0,None,0,0,0,0,1,0,High,0,53,0,0,36,76,No,4,3,2,.66666669,102070,0,120108008375,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,,,,,20,20,.1,.1,50,50,.25,.25,LT50,LT50,,,,,,,,,25,25,None,FL,0,4,0,5.676754,1.3862944
0,0,0,0,0,0,0,0,0,0,0,0,.0040000002,0,251,1,,,LE20,PS,21-39,LE20,LE10,LT50,50.83799,91,11.731844,21,.245,.1339,.17253551,179,1,FL,0,None,0,0,0,0,1,0,High,0,58,0,0,7,33,No,5,6,4,.66666669,102070,0,120108008392,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,,,,,20,,.1,,20,20,.30000001,.1,21-39,LE20,,,,,,,30,10,,,None,FL,0,5,0,5.187386,1.6094379
0,0,0,0,0,0,1,.005050505,.13107266,1,.005050505,.13107266,0,0,199,1,,,,,LE20,PS,LT50,LT50,58.823528,10,41.176472,7,.245,.1339,.17253551,17,1,FL,0,None,,0,0,0,1,0,High,0,43,0,0,0,,No,,3,3,1,102070,0,120108008490,1,1,1,1,1,19.82,123.0793,6.25,1.6900001,.028702792,176,26,,,,,,,,,20,,.1,,LE20,PS,,,,,,,10,,,,None,FL,0,3,0,2.8332133,1.0986123
0,0,0,9,.0010011124,.25292382,28,.0031208203,.36995673,11,.0012237179,.27295399,.0020006669,.00022227161,8999,21,80-84,,80-84,80-84,75-79,80-84,80,79,39.825581,137,.87209302,3,.3786,.0999,.16744485,344,16,FL,1,None,0,1,1,0,0,0,Primary,0,0,0,0,6,57,,35,30,28,.93333334,1201110,0,120111003599,1,1,1,1,1,45.240002,427.06329,9.5900002,6.96,.028702792,176,26,5,,.81999999,,5,5,.81999999,.81999999,5,5,.76999998,.81999999,75-79,80-84,,,77,82,,,,,,,None,FL,0,35,2.7725887,5.8406415,3.5553482
0,0,0,0,0,0,4,.00025385543,.16652159,4,.00025385543,.16652159,.00019034326,.00025385543,15761,76,47,,43,54,41,45,40,31,84.033615,600,67.086838,479,.3786,.0999,.16744485,714,3,FL,0,"Renaissance Charter School, Inc.",1,0,1,0,0,0,Primary,0,52,4,0,12,92,,34,43,40,.93023258,1201110,0,120111008156,1,1,1,1,1,45.240002,427.06329,9.5900002,6.96,.028702792,176,26,1,,.47,,1,1,.43000001,.54000002,1,1,.41,.44999999,41,45,41,45,,,,,,,,,"Renaissance Charter School, Inc.",FL,0,34,1.0986123,6.5708828,3.5263605
0,0,0,0,0,0,5,.0021767523,.23151264,0,0,0,.0039130435,0,2302,3,,,,,,,70-79,60-69,38.775509,57,10.204082,15,.3786,.0999,.16744485,147,1,FL,0,None,,1,1,0,0,0,Primary,0,0,0,0,10,,,,12,12,1,1201110,0,120111008449,1,1,1,1,1,45.240002,427.06329,9.5900002,6.96,.028702792,176,26,,,,,,,,,,,,,,,,,,,,,,,,,None,FL,0,12,0,4.9904327,2.4849067
0,0,0,6,.000099606557,.17680381,14,.00023243458,.24605308,12,.00019922302,.23305026,.00013279551,.001809489,60243,99,,,,,57,59,52,64,63.414635,208,76.524391,251,.3786,.0999,.16744485,328,1,FL,1,None,,0,1,0,0,0,Primary,0,32,0,0,29,31,,,24,21,.875,1201110,0,120111008482,1,1,1,1,1,45.240002,427.06329,9.5900002,6.96,.028702792,176,26,,,,,,,,,1,1,.56999999,.58999997,57,59,57,59,,,,,,,,,None,FL,0,24,0,5.7930136,3.1780539
0,0,0,0,0,0,0,0,0,0,0,0,.00050349301,.00018875048,15895,47,50-59,,30-39,50-59,30-39,50-59,40-49,40-49,17.307692,18,80.769234,84,.1228,.16950001,.30568802,104,16,FL,0,None,1,0,0,0,0,1,Other,0,0,0,0,8,32,No,9,0,0,,1201140,0,120114003606,1,1,1,1,1,11.16,35.509571,9.9300003,3.51,.028702792,176,26,10,,.55000001,,10,10,.34999999,.55000001,10,10,.34999999,.55000001,30-39,50-59,,,,,35,55,,,,,None,FL,0,9,2.7725887,4.6443911,2.1972246
0,0,0,4,.0020030045,.21178482,6,.0030075188,.25609475,6,.0030075188,.25609475,0,.00050000002,2001,7,40-44,,25-29,35-39,40-44,30-34,45-49,35-39,23.68421,18,77.631577,59,.1228,.16950001,.30568802,76,9,FL,0,None,1,0,0,1,0,0,Middle,0,2,0,0,0,38,,8,0,0,,1201140,0,120114004951,1,1,1,1,1,11.16,35.509571,9.9300003,3.51,.028702792,176,26,5,,.41999999,,5,5,.27000001,.37,5,5,.41999999,.31999999,40-44,30-34,,,42,32,,,,,,,None,FL,0,8,2.1972246,4.3307333,2.0794415
1,9.3347153e-06,.059848119,2,.000018669603,.094857104,8,.000074681899,.18971497,7,.000065346052,.17954509,.00033605602,.00019606379,107127,78,70-79,,55-59,50-54,35-39,40-44,45-49,40-44,30.215828,42,33.093525,46,.2393,.067000002,.11670369,139,2,FL,1,None,0,0,0,0,0,1,Other,0,5,0,0,0,22,No,7,9,6,.66666669,102220,39,120120008247,1,1,1,1,1,33.720001,211.3418,6.96,2.8399999,.028702792,176,26,10,,.75,,5,5,.56999999,.51999998,5,5,.37,.41999999,35-39,40-44,,,37,42,,,,,,,None,FL,.5,7,.69314718,4.934474,1.9459101
0,0,0,0,0,0,2,.00016362595,.11673611,2,.00016362595,.11673611,.00065450382,.00024543892,12223,31,60-64,,55-59,50-54,40-44,25-29,40-44,30-34,36.296295,49,78.518517,106,.1442,.093999997,.18964568,135,17,FL,1,None,0,0,1,0,0,0,Primary,0,2,0,0,9,,,12,0,0,,1201230,0,120123003199,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,5,,.62,,5,5,.56999999,.51999998,5,5,.41999999,.27000001,40-44,25-29,,,42,27,,,,,,,None,FL,0,12,2.8332133,4.9052749,2.4849067
0,0,0,0,0,0,2,.00019936204,.11923895,2,.00019936204,.11923895,.00049850449,.00019936204,10034,42,50-54,,40,45,41,55,41,67,98.373985,484,83.333336,410,.1442,.093999997,.18964568,492,17,FL,0,None,1,0,1,0,0,0,Primary,0,0,0,0,263,32,,28,0,0,,1201230,1,120123003200,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,5,,.51999998,,1,1,.40000001,.44999999,1,1,.41,.55000001,41,55,41,55,,,,,,,,,None,FL,.023809524,28,2.8332133,6.1984787,3.3322046
1,.000012315878,.061315384,6,.000073899813,.17213498,32,.00039421977,.30930671,27,.00033260242,.2947706,.00045568746,.00035724844,81197,221,69,,58,53,60,55,60,57,47.803619,925,56.175709,1087,.1442,.093999997,.18964568,1935,17,FL,0,None,1,0,0,0,0,1,Other,0,81,0,6,70,191,Yes,74,61,59,.96721309,1201230,0,120123003429,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,1,,.69,,1,1,.57999998,.52999997,1,1,.60000002,.55000001,60,55,60,55,,,,,,,,,None,FL,0,74,2.8332133,7.5678625,4.3040652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,70,,66,59,62,57,65,57,45.975742,417,14.332966,130,.1442,.093999997,.18964568,907,15,FL,0,None,0,0,1,0,0,0,Primary,,,,,,,,,,,,1201230,0,120123004375,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,1,,.69999999,,1,1,.66000003,.58999997,1,1,.62,.56999999,62,57,62,57,,,,,,,,,None,FL,0,,2.7080503,6.8101425,
0,0,0,2,.000036776873,.1007551,4,.000073556454,.14760405,3,.000055166325,.12713899,.00011032657,.00011033874,54384,58,54,,53,68,47,55,46,37,41.459076,233,55.160141,310,.1442,.093999997,.18964568,562,9,FL,0,Imagine Schools,1,0,1,0,0,0,Primary,0,36,0,0,54,85,,36,18,16,.8888889,1201230,0,120123007153,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,1,,.54000002,,1,1,.52999997,.68000001,1,1,.47,.55000001,47,55,47,55,,,,,,,,,Imagine Schools,FL,0,36,2.1972246,6.331502,3.583519
0,0,0,0,0,0,1,.00096246391,.09979064,1,.00096246391,.09979064,.00096246391,.00096246391,1039,13,35-39,,45-49,45-49,30-34,35-39,60-64,35-39,87.272728,96,76.36364,84,.1442,.093999997,.18964568,110,9,FL,0,None,1,0,0,1,0,0,Middle,0,9,0,0,39,,,7,0,0,,1201230,0,120123007193,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.028702792,176,26,5,,.37,,5,5,.47,.44,5,5,.31999999,.37,30-34,35-39,,,32,37,,,,,,,None,FL,0,7,2.1972246,4.7004805,1.9459101
0,0,0,2,.000038237264,.10111622,4,.000076477452,.14813311,3,.000057356989,.12759469,.0001720611,.000038237264,52307,64,57,,51,60,49,49,57,54,28.801844,125,45.391705,197,.1442,.093999997,.18964568,434,7,FL,0,Imagine Schools,1,0,1,0,0,0,Primary,0,14,0,0,21,58,,40,17,13,.7647059,1201230,0,120123007475,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.031498015,65,8,1,,.56999999,,1,1,.50999999,.60000002,1,1,.49000001,.49000001,49,49,49,49,,,,,,,,,Imagine Schools,FL,0,40,1.9459101,6.0730443,3.6888795
0,0,0,0,0,0,0,0,0,0,0,0,.0012154076,.0004675519,10698,35,70,,68,60,69,65,76,81,23.835617,87,31.506849,115,.1442,.093999997,.18964568,365,5,FL,0,None,0,0,1,0,0,0,Primary,0,19,0,0,6,81,,31,23,21,.9130435,1201230,0,120123007772,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.031498015,65,8,1,,.69999999,,1,1,.68000001,.60000002,1,1,.69,.64999998,69,65,69,65,,,,,,,,,None,FL,0,31,1.6094379,5.8998976,3.4339871
0,0,0,1,.000074548982,.072931737,1,.000074548982,.072931737,1,.000074548982,.072931737,.00014908685,.000074548982,13415,48,81,,81,84,83,86,84,86,39.121758,196,33.133732,166,.1442,.093999997,.18964568,501,5,FL,0,None,0,0,0,0,0,1,Other,0,8,1,2,6,,No,20,18,18,1,1201230,0,120123007901,1,1,1,1,1,27.870001,475.6983,7.5100002,12.2,.031498015,65,8,1,,.81,,1,1,.81,.83999997,1,1,.82999998,.86000001,83,86,83,86,,,,,,,,,None,FL,0,20,1.6094379,6.2166061,2.9957323
